"Carrera","Ciclo","Nro_Curos","Dispositivo_principal","Nro_dispositivos_dia","Modelo_dispositivo_principal","Marca_disp_principal","Horas_uso_dispo_dia","Nro_carga_dia","Satisfaccion","tipo_de_uso","Bateria_dispo_pricipal","Eficiencia_energetica","Consumo_energia_dia"
"Ingenieria Electrónica",3,5,"Celular",3,"A78","OPPO",8,2,5,"Estudios, Entretenimiento",5000,3.2,10000
"Ingenieria Mecatrónica",3,7,"Celular",2,"N/A","POCO",12,3,5,"Estudios, Entretenimiento",5100,7.05882352941176,15300
"Ingenieria Industrial",6,5,"Celular",3,"REDMI NOTE 12","Xiaomi",5,1,5,"Estudios, Otros",5000,1,5000
"Ingenieria Mecatrónica",6,5,"Celular",2,"REDMI 7","Xiaomi",5,3,3,"Estudios, Entretenimiento",4000,3.75,12000
"Ingenieria Civil",3,6,"Celular",2,"REDMI 10","Xiaomi",4,3,4,"Estudios, Investigación, Entretenimiento",5000,2.4,15000
"Ingenieria Mecatrónica",3,7,"Celular",4,"A34","Samsung",8,1,5,"Estudios, Investigación, Entretenimiento",4905,1.63098878695209,4905
"Ciencia de Datos",3,6,"Celular",2,"A34","Samsung",6,2,4,"Estudios, Investigación, Entretenimiento",4905,2.44648318042813,9810
"Ingenieria Mecatrónica",2,6,"Celular",2,"S24","Samsung",8,2,4,"Estudios, Entretenimiento",4000,4,8000
"Ingenieria Civil",6,6,"Celular",2,"A50","Samsung",4,2,3,"Estudios, Investigación, Entretenimiento",6000,1.33333333333333,12000
"Ingenieria de la Energía",3,5,"Celular",3,"A53","Samsung",6,1,4,"Estudios, Entretenimiento, Otros",5000,1.2,5000
"Ingenieria Electrónica",3,6,"Celular",2,"A23","Samsung",3,2,3,"Estudios, Entretenimiento",5000,1.2,10000
"Ingenieria Mecatrónica",3,6,"Celular",2,"S23","Samsung",10,1,5,"Estudios, Investigación, Entretenimiento",3785,2.64200792602378,3785
"Ingenieria Electrónica",7,6,"Celular",2,"A54","Samsung",4,2,4,"Estudios, Investigación, Entretenimiento",4905,1.63098878695209,9810
"Bioingenieria",3,5,"Celular",2,"NOTE 9","Samsung",5,1,4,"Estudios, Entretenimiento, Otros",4000,1.25,4000
"Ingenieria Electrónica",3,5,"Celular",3,"GALAXY S24 ULTRA","Samsung",5,1,4,"Entretenimiento",5000,1,5000
"Ingenieria Mecánica",8,3,"Celular",2,"GALAXY S23","Samsung",2,3,4,"Investigación",3785,1.58520475561427,11355
"Ciencias de la computación",3,5,"Celular",4,"S23 FE","Samsung",5,2,4,"Estudios, Entretenimiento",4500,2.22222222222222,9000
"Ingenieria Industrial",3,4,"Celular",1,"A21","Samsung",3,1,3,"Estudios, Entretenimiento",4000,0.75,4000
"Ingenieria Mecatrónica",3,5,"Celular",3,"S22 ULTRA","Samsung",6,2,3,"Estudios, Investigación, Entretenimiento, Otros",4855,2.47167868177137,9710
"Ciencias de la computación",4,6,"Celular",2,"A50","Samsung",6,2,4,"Estudios",3900,3.07692307692308,7800
"Ingenieria Mecatrónica",10,4,"Celular",4,"SAMSUNG A54","Samsung",3,1,5,"Estudios, Entretenimiento",5000,0.6,5000
"Ingenieria Electrónica",3,7,"Celular",2,"A23","Samsung",3,1,5,"Estudios, Investigación, Entretenimiento",5000,0.6,5000
"Ingenieria Civil",4,6,"Celular",2,"A31","Samsung",4,1,4,"Estudios, Entretenimiento",5000,0.8,5000
"Bioingenieria",3,3,"Celular",2,"S20 FE","Samsung",5,2,5,"Estudios, Investigación, Entretenimiento",4500,2.22222222222222,9000
"Bioingenieria",3,4,"Celular",2,"A13","Samsung",3,4,3,"Entretenimiento",5000,2.4,20000
"Ingenieria Industrial",4,4,"Celular",2,"Y22S","Vivo",5,1,5,"Estudios",5000,1,5000
"Ingenieria Electrónica",6,5,"Celular",3,"Y35","Vivo",6,2,5,"Estudios, Entretenimiento",5000,2.4,10000
"Ciencias de la computación",3,6,"Celular",3,"12T PRO","Xiaomi",7,1,5,"Estudios, Investigación, Entretenimiento",5000,1.4,5000
"Ingenieria Civil",3,5,"Celular",3,"REDMI NOTE 11","Xiaomi",7,3,4,"Estudios, Investigación, Entretenimiento",5000,4.2,15000
"Ingenieria de la Energía",10,3,"Celular",4,"REDMI 9","Xiaomi",5,1,4,"Estudios, Investigación, Entretenimiento",5020,0.99601593625498,5020
"Ingenieria de la Energía",3,7,"Celular",2,"REDMI 9C","Xiaomi",4,1,4,"Estudios, Entretenimiento",5000,0.8,5000
"Bioingenieria",3,5,"Celular",2,"REDMI NOTE 10S","Xiaomi",3.5,1,3,"Investigación, Entretenimiento",5000,0.7,5000
"Ingenieria Mecánica",6,5,"Celular",3,"REDMI 9C","Xiaomi",5,1,3,"Estudios, Investigación, Entretenimiento",5000,1,5000
"Ingenieria Industrial",3,5,"Celular",3,"REDMI 12C","Xiaomi",10,10,5,"Estudios, Investigación, Entretenimiento, Otros",5000,20,50000
"Bioingenieria",3,2,"Celular",2,"11 PRO","Xiaomi",2,4,3,"Estudios, Investigación",5000,1.6,20000
"Ingenieria Mecatrónica",6,5,"Celular",2,"REDMI 11","Xiaomi",5,2,5,"Entretenimiento, Otros",5000,2,10000
"Ingenieria Civil",4,6,"Celular",2,"REDMI 12","Xiaomi",4,1,4,"Estudios",5000,0.8,5000
"Ingenieria Civil",2,6,"Celular",2,"12C","Xiaomi",1.5,2,5,"Estudios, Investigación, Entretenimiento",5000,0.6,10000
"Ingenieria Mecánica",1,7,"Celular",4,"POCO X4 PRO","Xiaomi",10,4,5,"Estudios, Investigación, Entretenimiento",5000,8,20000
"Bioingenieria",1,7,"Celular",4,"REDMI NOTE 11","Xiaomi",4,5,3,"Estudios, Investigación, Entretenimiento",5000,4,25000
"Ingenieria Electrónica",10,2,"Celular",4,"POCO M5S","Xiaomi",6,1,4,"Estudios, Entretenimiento",5000,1.2,5000
"Ingenieria Industrial",6,6,"Celular",3,"POCO X5 PRO","Xiaomi",15,1,3,"Estudios, Investigación, Entretenimiento",5000,3,5000
"Ingenieria Industrial",6,5,"Celular",4,"REDMI NOTE 10S","Xiaomi",6,3,3,"Estudios, Investigación, Entretenimiento",5000,3.6,15000
"Ingenieria Electrónica",3,6,"Celular",2,"A33","Samsung",7,2,3,"Estudios, Investigación, Entretenimiento",4860,2.88065843621399,9720
"Ciencias de la computación",3,5,"Laptop",2,"NITRO 5","Acer",12,3,3,"Estudios, Entretenimiento",3560,10.1123595505618,10680
"Ingenieria Mecánica",7,6,"Tablet",3,"IPAD 9NA GENERACIÓN","Apple",5,1,5,"Estudios, Entretenimiento",8557,0.584316933504733,8557
"Ingenieria Ambiental",5,6,"Tablet",3,"IPAD AIR","Apple",5,2,5,"Estudios, Entretenimiento",7606,1.31475151196424,15212
"Ingenieria Química",7,7,"Tablet",4,"IPAD PRO","Apple",8,3,3,"Estudios, Investigación, Entretenimiento",7538,3.18386840010613,22614
"Bioingenieria",3,7,"Tablet",3,"TAB M9","Lenovo",5,3,3,"Estudios, Investigación, Entretenimiento",5100,2.94117647058824,15300
"Ingenieria Química",5,4,"Tablet",3,"TAB P11 (2DA GEN)","Lenovo",7,2,5,"Estudios, Entretenimiento",7500,1.86666666666667,15000
"Ingenieria Civil",4,7,"Tablet",3,"TAB S6 LITE","Samsung",5,2,4,"Estudios, Investigación, Entretenimiento",7040,1.42045454545455,14080
"Ingenieria Civil",7,6,"Tablet",3,"TAB S7","Samsung",3,1,4,"Estudios, Entretenimiento",10090,0.297324083250743,10090
"Ciencias de la computación",5,5,"Tablet",2,"TAB S8","Samsung",4,1,5,"Estudios, Investigación, Entretenimiento",8000,0.5,8000
"Ingenieria Civil",6,7,"Tablet",4,"TAB S8+","Samsung",8,2,4,"Estudios, Investigación, Entretenimiento",10090,1.58572844400396,20180
"Ingenieria Civil",6,6,"Tablet",3,"TAB S6 LITE","Samsung",6,1,5,"Estudios",7040,0.852272727272727,7040
"Ingenieria Civil",2,6,"Tablet",4,"TAN S9 FE+","Samsung",8,2,5,"Estudios",10090,1.58572844400396,20180
"Ingenieria Mecatrónica",2,6,"Tablet",2,"XIAOMI PAD 6","Xiaomi",4,2,4,"Estudios, Entretenimiento",8640,0.925925925925926,17280
"Ingenieria Mecánica",1,7,"Tablet",5,"XIAOMI PAD 6","Xiaomi",5,4,5,"Entretenimiento",8640,2.31481481481481,34560
"Ingenieria Electrónica",8,6,"Laptop",3,"ASPIRE 3","Acer",5,3,3,"Estudios, Investigación, Entretenimiento",3220,4.6583850931677,9660
"Ingenieria Electrónica",3,6,"Laptop",2,"NITRO 5","Acer",6,3,4,"Entretenimiento",3560,5.0561797752809,10680
"Bioingenieria",9,4,"Laptop",2,"NITRO 5","Acer",12,8,4,"Estudios, Entretenimiento",3560,26.9662921348315,28480
"Bioingenieria",3,5,"Laptop",3,"NITRO 5","Acer",8,3,5,"Estudios, Investigación",3560,6.74157303370786,10680
"Ingenieria Civil",2,7,"Laptop",3,"NITRO 5","Acer",6,3,4,"Estudios, Investigación, Entretenimiento",3560,5.0561797752809,10680
"Ciencias de la computación",6,4,"Laptop",2,"NITRO 5","Acer",7,3,5,"Estudios, Investigación, Entretenimiento",3560,5.89887640449438,10680
"Ingenieria Mecatrónica",7,6,"Laptop",2,"ASPIRE 3","Acer",6,3,5,"Estudios, Investigación, Entretenimiento",3220,5.59006211180124,9660
"Ciencias de la computación",5,7,"Laptop",4,"MACBOOK AIR M1","Apple",5,1,5,"Estudios, Investigación, Entretenimiento",4380,1.14155251141553,4380
"Ciencias de la computación",3,5,"Laptop",4,"MACBOOK AIR M1","Apple",7,3,3,"Estudios, Investigación, Entretenimiento",4380,4.79452054794521,13140
"Ciencias de la computación",5,7,"Laptop",2,"MACBOOK AIR M1","Apple",7,2,5,"Estudios, Investigación, Entretenimiento",4380,3.19634703196347,8760
"Ciencias de la computación",5,5,"Laptop",2,"MACBOOK AIR M1","Apple",5,1,5,"Estudios, Entretenimiento",4380,1.14155251141553,4380
"Ciencias de la computación",3,5,"Laptop",4,"MACBOOK AIR M2","Apple",5,1,5,"Estudios, Entretenimiento",4730,1.05708245243129,4730
"Ciencia de Datos",3,5,"Laptop",3,"MACBOOK AIR M2","Apple",7,1,5,"Estudios, Investigación, Entretenimiento",4730,1.47991543340381,4730
"Ciencia de Datos",6,5,"Laptop",5,"MACBOOK AIR M2","Apple",6,1,5,"Estudios, Investigación",4730,1.26849894291755,4730
"Ciencias de la computación",5,6,"Laptop",2,"MACBOOK PRO M1","Apple",7,2,5,"Estudios, Investigación, Entretenimiento",5152,2.71739130434783,10304
"Ciencia de Datos",3,6,"Laptop",2,"MACBOOK PRO M2","Apple",6,1,5,"Estudios, Entretenimiento",6100,0.983606557377049,6100
"Ingenieria Mecatrónica",9,5,"Laptop",6,"MACBOOK PRO M2","Apple",8,2,5,"Estudios, Investigación",6100,2.62295081967213,12200
"Ingenieria Mecatrónica",1,6,"Laptop",3,"MACBOOK PRO M2","Apple",8,1,4,"Estudios, Investigación, Entretenimiento",6100,1.31147540983607,6100
"Ciencia de Datos",4,4,"Laptop",3,"MACBOOK AIR M2","Apple",6,1,4,"Estudios",4730,1.26849894291755,4730
"Ciencias de la computación",3,6,"Laptop",2,"ASUS GL553VE","Asus",6,3,2,"Estudios, Investigación, Entretenimiento",4400,4.09090909090909,13200
"Ingenieria Civil",4,7,"Laptop",2,"ASUS TUF GAMING F15","Asus",6,3,4,"Estudios, Entretenimiento",5600,3.21428571428571,16800
"Ciencias de la computación",3,6,"Laptop",2,"ASUS VIVOBOOK","Asus",8,6,5,"Estudios, Investigación, Entretenimiento, Otros",4335,11.0726643598616,26010
"Ciencias de la computación",4,4,"Laptop",3,"ASUS ZENBOOK 14","Asus",6,3,5,"Estudios, Investigación, Entretenimiento",6000,3,18000
"Ciencias de la computación",5,4,"Laptop",2,"TUF A15 AMD","Asus",4,1,5,"Estudios, Investigación",8800,0.454545454545455,8800
"Ciencias de la computación",5,5,"Laptop",2,"TUF A15 AMD","Asus",7,2,5,"Estudios, Entretenimiento",8800,1.59090909090909,17600
"Ciencias de la computación",5,6,"Laptop",2,"TUF F15","Asus",6,2,5,"Estudios, Investigación",8800,1.36363636363636,17600
"Ingenieria de la Energía",3,6,"Laptop",3,"VIVOBOOK 16","Asus",12,1,5,"Estudios, Entretenimiento",4165,2.88115246098439,4165
"Ciencias de la computación",5,5,"Laptop",2,"VIVOBOOK GO 15","Asus",6,2,5,"Estudios, Investigación, Entretenimiento, Otros",4850,2.47422680412371,9700
"Ingenieria de la Energía",3,4,"Laptop",2,"ASUS TUF DASH F15","Asus",8,2,3,"Estudios, Investigación",4940,3.23886639676113,9880
"Ciencias de la computación",5,5,"Laptop",5,"ZENBOOK 14","Asus",3,1,4,"Estudios, Investigación",5670,0.529100529100529,5670
"Ciencias de la computación",3,3,"Laptop",2,"LATITUDE 5300","DELL",6,2,3,"Estudios, Investigación, Entretenimiento, Otros",6600,1.81818181818182,13200
"Ciencias de la computación",3,5,"Laptop",2,"G5 5500","DELL",5,4,3,"Estudios",4150,4.81927710843374,16600
"Ingenieria Mecánica",7,3,"Laptop",2,"INSPIRON 3511","DELL",15,3,4,"Estudios, Investigación",3289,13.6819702037093,9867
"Ciencia de Datos",6,4,"Laptop",2,"PAVILION X360","HP",7,4,3,"Estudios, Investigación, Entretenimiento",3560,7.86516853932584,14240
"Ingenieria Mecatrónica",6,5,"Laptop",3,"14-DQ2030LA","HP",6,4,4,"Estudios, Investigación",4166,5.7609217474796,16664
"Bioingenieria",2,7,"Laptop",2,"14-DQ5005LA","HP",5,3,4,"Estudios, Investigación, Entretenimiento",4166,3.60057609217475,12498
"Ingenieria Electrónica",3,4,"Laptop",2,"14-DQ5005LA","HP",5,1,5,"Estudios, Investigación",4166,1.20019203072492,4166
"Ingenieria Mecatrónica",2,6,"Laptop",2,"15-DY2XXX","HP",6,2,4,"Estudios, Investigación",3470,3.45821325648415,6940
"Ingenieria Mecánica",3,6,"Laptop",2,"15-DY2XXX","HP",5,2,4,"Estudios, Investigación, Entretenimiento",3470,2.88184438040346,6940
"Ingenieria de la Energía",4,7,"Laptop",3,"250 G8 NOTEBOOK","HP",4,2,4,"Estudios, Entretenimiento",3470,2.30547550432277,6940
"Bioingenieria",3,6,"Laptop",3,"ELITEBOOK 840 G3","HP",5,2,4,"Estudios",3400,2.94117647058824,6800
"Ciencias de la computación",5,7,"Laptop",2,"ENVY X360","HP",6,2,5,"Estudios, Investigación, Entretenimiento",5250,2.28571428571429,10500
"Bioingenieria",6,5,"Laptop",2,"PAVILION X360","HP",5,3,4,"Estudios, Investigación",4000,3.75,12000
"Ciencias de la computación",3,8,"Laptop",4,"OMEN 16","HP",10,3,4,"Estudios, Investigación, Entretenimiento, Otros",5833,5.14315103720213,17499
"Bioingenieria",3,6,"Laptop",2,"PAVILION 15-EG2520LA","HP",4,3,5,"Estudios, Entretenimiento",3417,3.51185250219491,10251
"Ingenieria Civil",2,6,"Laptop",2,"PAVILION 15-EG2520LA","HP",4,4,2,"Estudios, Investigación",3417,4.68247000292654,13668
"Ciencias de la computación",3,5,"Laptop",2,"PAVILION X360","HP",5,4,3,"Estudios, Investigación, Entretenimiento",4000,5,16000
"Ingenieria de la Energía",4,6,"Laptop",2,"VICTUS 15","HP",10,5,4,"Estudios, Entretenimiento",3417,14.6327187591454,17085
"Ingenieria Industrial",3,6,"Laptop",2,"VICTUS 15","HP",6,3,4,"Estudios, Investigación",3417,5.26777875329236,10251
"Bioingenieria",3,6,"Laptop",2,"IDEAPAD 5","Lenovo",5,5,4,"Estudios, Investigación, Entretenimiento",4250,5.88235294117647,21250
"Ciencias de la computación",3,5,"Laptop",3,"IDEAPAD 5","Lenovo",3,2,4,"Estudios, Investigación",4250,1.41176470588235,8500
"Ciencias de la computación",4,5,"Laptop",3,"IDEAPAD 5","Lenovo",6,3,5,"Estudios, Investigación, Entretenimiento",4250,4.23529411764706,12750
"Ingenieria Industrial",3,6,"Laptop",3,"IDEAPAD GAMING 3","Lenovo",4,1,4,"Estudios, Investigación, Entretenimiento",3750,1.06666666666667,3750
"Ingenieria Industrial",2,4,"Laptop",2,"IDEAPAD GAMING 3","Lenovo",8,3,4,"Estudios, Investigación",3750,6.4,11250
"Ciencias de la computación",3,5,"Laptop",3,"IDEAPAD L340","Lenovo",4,2,2,"Estudios, Investigación, Entretenimiento",4083,1.95934361988734,8166
"Bioingenieria",3,5,"Laptop",2,"IDEAPAD S540","Lenovo",8,3,3,"Estudios, Investigación, Entretenimiento",4500,5.33333333333333,13500
"Ingenieria Química",3,6,"Laptop",4,"IDEAPAD S540","Lenovo",10,2,4,"Estudios, Investigación, Entretenimiento",4500,4.44444444444444,9000
"Ciencias de la computación",6,6,"Laptop",2,"IDEAPAD SLIM 5I 14","Lenovo",4,1,4,"Estudios, Investigación",4630,0.863930885529158,4630
"Bioingenieria",6,7,"Laptop",2,"IDEAPAD SLIM 5I 14","Lenovo",8,8,3,"Estudios, Investigación",4630,13.8228941684665,37040
"Ingenieria Electrónica",7,4,"Laptop",3,"THINKBOOK 14 G2","Lenovo",6,3,3,"Estudios",3907,4.6071154338367,11721
"Ingenieria Mecatrónica",9,5,"Laptop",3,"THINKBOOK 14 G2","Lenovo",12,3,3,"Estudios, Entretenimiento",3907,9.21423086767341,11721
"Bioingenieria",3,6,"Laptop",3,"THINKPAD E14 GEN 5","Lenovo",8,4,4,"Estudios, Entretenimiento",4000,8,16000
"Ingenieria de la Energía",10,4,"Laptop",2,"THINKPAD E14 GEN 5","Lenovo",8,5,5,"Estudios, Investigación, Entretenimiento",4000,10,20000
"Ingenieria Electrónica",3,6,"Laptop",2,"V15 G2 ITL 82KB","Lenovo",6,2,4,"Estudios, Entretenimiento",4950,2.42424242424242,9900
"Ciencia de Datos",5,5,"Laptop",2,"YOGA SLIM 7 PRO 14","Lenovo",6,3,4,"Estudios, Investigación, Entretenimiento",3950,4.55696202531646,11850
"Ingenieria Mecatrónica",8,4,"Laptop",2,"IDEAPAD S540","Lenovo",5,3,2,"Estudios, Entretenimiento",4500,3.33333333333333,13500
"Ciencias de la computación",1,7,"Laptop",4,"SURFACE GO 2","MICROSOFT",2,2,3,"Estudios, Investigación, Otros",5547,0.721110510185686,11094
"Ciencias de la computación",3,5,"Laptop",2,"THIN GF63 12VE","MSI",8,3,3,"Estudios, Entretenimiento, Otros",4600,5.21739130434783,13800
"Bioingenieria",3,5,"Laptop",2,"THIN GF63 12VE","MSI",5,3,4,"Estudios, Investigación, Entretenimiento",4600,3.26086956521739,13800
"Ingenieria Electrónica",3,6,"Laptop",2,"GALAXY BOOK4 PRO","Samsung",3,2,5,"Estudios",4900,1.22448979591837,9800
"Ciencia de Datos",3,4,"Laptop",2,"GALAXY BOOK4 PRO","Samsung",6,1,5,"Estudios, Investigación, Entretenimiento",4900,1.22448979591837,4900
"Ingenieria Civil",7,6,"Celular",3,"REDMI 9","Xiaomi",4,2,4,"Estudios, Investigación, Entretenimiento",5020,1.59362549800797,10040
"Ingenieria Civil",4,4,"Laptop",2,"Hp Laptop 14","Samsung",2.5,3,1,"Estudios, Investigación, Entretenimiento",3693,2.03086921202275,11079
"Ingenieria Civil",4,7,"Laptop",3,"Ideapad Gaming","Lenovo",5,4,4,"Estudios",3910,5.1150895140665,15640
"Ingenieria Ambiental",6,5,"Laptop",3,"Iphone 13","Apple",4,1,5,"Estudios, Investigación, Entretenimiento",3240,1.23456790123457,3240
"Ingenieria Civil",4,6,"Celular",3,"Samsung Galaxy A23","Samsung",10,4,4,"Estudios, Investigación, Entretenimiento",5000,8,20000
"Ingenieria Electrónica",3,6,"Laptop",2,"Asus ROG strix","Asus",5,3,5,"Estudios, Investigación, Entretenimiento",3783,3.96510705789056,11349
"Bioingenieria",3,5,"Celular",3,"IPhone 15 pro","Apple",5,3,4,"Estudios, Investigación, Entretenimiento, Otros",4852,3.09150865622424,14556
"Bioingenieria",3,5,"Celular",3,"Iphone 12","Apple",3,2,3,"Estudios, Investigación, Entretenimiento, Otros",2775,2.16216216216216,5550
"Bioingenieria",2,7,"Laptop",2,"Lenovo Thinkpad E16","Lenovo",5,2,5,"Estudios",5135,1.94741966893866,10270
"Bioingenieria",3,5,"Laptop",2,"Laptop Hp Envy 360","HP",5,2,4,"Estudios, Entretenimiento",3550,2.8169014084507,7100
"Ingenieria Electrónica",3,6,"Laptop",2,"Lenovo ThiinkPad T450","Lenovo",4.5,2,4,"Estudios, Investigación, Entretenimiento",4950,1.81818181818182,9900
"Ingenieria Civil",4,7,"Laptop",2,"Rog Strix G513RC","Asus",6,3,3,"Estudios",3620,4.97237569060773,10860
"Ingenieria Mecatrónica",3,5,"Laptop",3,"HP Spectre x360 13","HP",3,1,5,"Estudios, Entretenimiento",4030,0.744416873449132,4030
"Bioingenieria",3,6,"Tablet",3,"samsung Tab S9","Samsung",4,1,4,"Estudios, Entretenimiento",4500,0.888888888888889,4500
"Ciencias de la computación",3,4,"Laptop",3,"IDEAPAD SLIM 3I INTEL CORE I5","Lenovo",8,2,3,"Estudios, Investigación",4950,3.23232323232323,9900
"Ciencias de la computación",3,5,"Celular",3,"iphone 11","Apple",4,2,3,"Estudios, Entretenimiento",3046,2.62639527248851,6092
"Ciencias de la computación",3,5,"Laptop",5,"Tuf Gaming F15","Asus",8,3,4,"Estudios, Entretenimiento",5135,4.67380720545277,15405
"Ciencia de Datos",3,5,"Laptop",2,"IPhone 15 pro","Apple",6,1,3,"Estudios, Entretenimiento",3650,1.64383561643836,3650
"Ingenieria Mecánica",5,4,"Laptop",3,"Acer nitro 5","Acer",6,3,1,"Estudios, Investigación, Entretenimiento",3560,5.0561797752809,10680
"Ciencia de Datos",3,5,"Laptop",2,"HP Laptop 15-dy1xxx","HP",7,2,3,"Estudios, Investigación, Entretenimiento",3470,4.03458213256484,6940
"Ciencia de Datos",3,6,"Celular",2,"A54","Samsung",6,2,4,"Estudios, Investigación, Entretenimiento",5000,2.4,10000
"Ingenieria Ambiental",5,4,"Celular",2,"Honor x8a","Honor",10,2,4,"Estudios, Entretenimiento",4500,4.44444444444444,9000
"Ingenieria Civil",6,8,"Laptop",2,"HP EliteBook 840 G7","Xiaomi",3,1,5,"Estudios, Investigación",4300,0.697674418604651,4300
"Bioingenieria",3,5,"Laptop",2,"L14M3P21","Lenovo",5,1,3,"Estudios, Entretenimiento",4050,1.23456790123457,4050
"Ingenieria Industrial",3,6,"Laptop",4,"Labtop OMEN gaming 16","HP",6,2,2,"Estudios, Entretenimiento",4729.7,2.5371588049982,9459.4
"Ciencia de Datos",3,6,"Laptop",2,"ThinkBook 14","Lenovo",8,3,4,"Estudios, Investigación, Entretenimiento",3950,6.07594936708861,11850
"Ingenieria Mecatrónica",4,5,"Laptop",2,"Samsung Galaxy S21","Samsung",7,2,4,"Estudios, Investigación, Entretenimiento",4800,2.91666666666667,9600
"Ciencias de la computación",5,4,"Laptop",2,"S20 samsung","Samsung",5,3,4,"Estudios, Investigación, Entretenimiento",3880,3.8659793814433,11640
"Bioingenieria",3,6,"Laptop",2,"inspiron 3520 coreI7","DELL",8,3,3,"Estudios, Investigación",3600,6.66666666666667,10800
"Ingenieria Civil",4,6,"Laptop",2,"15-dy5011la Intel Core i7","HP",6,3,3,"Estudios",3693.7,4.87316241167393,11081.1
"Ingenieria Industrial",3,6,"Celular",3,"Lenovo ThinkPad T14s","Lenovo",4,1,3,"Estudios, Entretenimiento",3800,1.05263157894737,3800
"Ingenieria Civil",4,5,"Celular",2,"Motorola Edge 40 neo","Motorola",6,3,5,"Estudios, Investigación, Entretenimiento",5000,3.6,15000
"Ingenieria Ambiental",4,7,"Celular",3,"Redmi Note 9","Xiaomi",6,2,5,"Estudios, Investigación, Entretenimiento",5000,2.4,10000
"Ingenieria Civil",3,6,"Celular",3,"Asus ROG strix g15","Asus",10,2,1,"Estudios",3783.8,5.28569163275015,7567.6
"Ingenieria Civil",6,6,"Laptop",2,"HP Stream 14","HP",10,4,4,"Estudios",3400,11.7647058823529,13600
"Ingenieria Ambiental",5,5,"Laptop",2,"A12","Samsung",12,2,5,"Estudios, Investigación, Entretenimiento",5000,4.8,10000
"Ingenieria Ambiental",4,6,"Laptop",2,"HP Laptop 15 - dy2xxx","HP",9,4,3,"Investigación, Entretenimiento",3100,11.6129032258065,12400
"Bioingenieria",4,7,"Laptop",4,"A54","Samsung",3,4,3,"Estudios, Entretenimiento",5000,2.4,20000
"Ingenieria Mecatrónica",5,5,"Celular",2,"HP Laptop 15","HP",4,1,3,"Estudios, Entretenimiento, Otros",3693.7,1.08292498037198,3693.7
"Ingenieria Civil",8,7,"Tablet",3,"Galaxi s24 Ultra","Samsung",5,2,3,"Estudios, Investigación",4855,2.05973223480947,9710
"Ingenieria Civil",4,7,"Laptop",2,"Acer Nitro 5","Acer",4,2,4,"Estudios",3560,2.24719101123596,7120
"Ciencias de la computación",3,6,"Otros",3,"Apire 5 corei 15","Acer",6,1,5,"Estudios, Investigación, Entretenimiento",3220,1.86335403726708,3220
"Bioingenieria",6,6,"Laptop",2,"Intel Core i5","Asus",4,4,3,"Estudios, Entretenimiento",5000,3.2,20000
"Ingenieria Civil",4,6,"Tablet",3,"S24 Ultra","Samsung",6,2,3,"Estudios",4855,2.47167868177137,9710
"Ingenieria Mecánica",5,6,"Laptop",3,"LEGION PRo 5i 16","Lenovo",5,3,3,"Estudios, Investigación, Otros",5210,2.87907869481766,15630
"Ciencias de la computación",5,8,"Laptop",5,"iPhone 15 pro","Apple",7,2,5,"Estudios, Investigación, Entretenimiento",4441,3.15244314343616,8882
"Ciencias de la computación",5,6,"Celular",2,"Redmi note 13","Xiaomi",4,2,1,"Estudios, Entretenimiento",5000,1.6,10000
"Ciencias de la computación",4,5,"Laptop",3,"Asus ROG Strix g15","Asus",6,1,5,"Estudios, Entretenimiento, Otros",3783.8,1.58570748982504,3783.8
"Bioingenieria",3,7,"Tablet",3,"Lenovo ThinkPad X1 Nano","Lenovo",2.5,2,4,"Estudios, Investigación, Entretenimiento",3250,1.53846153846154,6500
"Ciencias de la computación",3,4,"Celular",3,"Asus TUF F15 (2022)","Asus",12,3,2,"Estudios, Entretenimiento",5135,7.01071080817916,15405
"Bioingenieria",3,5,"Celular",3,"Redmi note 13","Xiaomi",5,2,5,"Estudios, Investigación, Entretenimiento",5000,2,10000
"Ciencias de la computación",3,6,"Laptop",2,"Galaxy A15","Samsung",6,3,5,"Estudios, Entretenimiento",4900,3.6734693877551,14700
"Ingenieria Mecánica",6,5,"Celular",2,"Galaxy S21","Samsung",3,3,1,"Entretenimiento",3880.2,2.31946806865625,11640.6
"Ingenieria Industrial",3,6,"Laptop",3,"Lenovo Ideapad Gaming 3","Lenovo",4,2,3,"Estudios, Investigación, Entretenimiento",4950,1.61616161616162,9900
"Ingenieria Industrial",4,6,"Laptop",2,"Iphone 11","Apple",4.5,1,4,"Estudios, Entretenimiento",3110,1.44694533762058,3110
"Ingenieria Electrónica",5,6,"Laptop",3,"MacBook Pro 14"" (M1 Pro/M1 Max, 2021)","Apple",6,4,2,"Estudios, Investigación, Entretenimiento",5007,4.79328939484721,20028
"Ingenieria Industrial",4,6,"Laptop",2,"Laptop asus ryzen 5 vivobook 16x","Asus",5,3,3,"Estudios, Entretenimiento",4504.5,3.33000333000333,13513.5
"Ingenieria Industrial",5,5,"Laptop",2,"Lenovo thinkpad T450","Lenovo",7,2,1,"Estudios, Investigación, Entretenimiento",6081,2.30225291892781,12162
"Ingenieria Mecatrónica",1,7,"Tablet",3,"Iphone 13","Apple",4,1,5,"Estudios, Entretenimiento",4352,0.919117647058823,4352
"Ingenieria Industrial",4,8,"Laptop",2,"HP Envy x360 15","HP",12,3,4,"Estudios, Investigación, Entretenimiento",3685,9.76933514246947,11055
